hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1991,1,100,100
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1991,2,102.47,101.19
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1991,3,101.98,101.39
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1991,4,103.05,103.09
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1992,1,104.55,104.54
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1992,2,106.86,105.53
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1992,3,108.21,107.55
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1992,4,108.77,108.86
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1993,1,110.31,110.24
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1993,2,112.66,111.35
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1993,3,113.61,112.82
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1993,4,114.31,114.48
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1994,1,114.61,114.44
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1994,2,119.54,118.27
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1994,3,119.76,118.85
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1994,4,119.54,119.73
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1995,1,121.89,121.68
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1995,2,123.88,122.66
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1995,3,125.19,124.18
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1995,4,124.9,125.08
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1996,1,128.56,128.31
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1996,2,128.88,127.67
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1996,3,132.23,131.21
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1996,4,131.47,131.52
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1997,1,131.91,131.75
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1997,2,132.96,131.73
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1997,3,133.9,132.89
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1997,4,135.74,135.62
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1998,1,136.4,136.42
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1998,2,139.66,138.31
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1998,3,140.08,139.07
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1998,4,140.49,140.13
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1999,1,143.11,143.44
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1999,2,146.14,144.58
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1999,3,146.35,145.3
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,1999,4,147.62,147.16
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2000,1,146.04,146.55
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2000,2,150.41,148.75
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2000,3,151.93,150.78
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2000,4,152.22,151.76
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2001,1,152.16,152.73
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2001,2,156.6,154.94
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2001,3,155.63,154.27
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2001,4,159.08,158.76
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2002,1,156.52,157.03
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2002,2,159.96,158.33
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2002,3,160.45,158.92
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2002,4,160.91,160.74
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2003,1,162.68,163.12
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2003,2,165.13,163.49
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2003,3,167.85,166.12
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2003,4,166.5,166.54
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2004,1,167.36,167.72
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2004,2,168.37,166.65
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2004,3,170.22,168.41
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2004,4,169.34,169.51
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2005,1,170.54,170.94
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2005,2,175.37,173.51
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2005,3,174.52,172.57
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2005,4,171.6,171.75
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2006,1,176.21,177.01
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2006,2,175.4,173.21
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2006,3,175.9,174.02
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2006,4,173.2,173.05
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2007,1,172.23,173.62
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2007,2,174.54,171.99
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2007,3,171.29,169.6
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2007,4,167.91,167.28
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2008,1,165.28,167.33
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2008,2,165.45,162.73
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2008,3,161.48,159.96
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2008,4,155.63,154.69
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2009,1,148.38,150.69
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2009,2,156.71,153.93
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2009,3,155.61,154.28
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2009,4,158.97,157.69
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2010,1,152.47,155.17
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2010,2,157.32,154.35
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2010,3,152.15,151.03
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2010,4,151.04,149.68
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2011,1,142.81,145.34
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2011,2,146.31,143.5
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2011,3,147.54,146.55
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2011,4,143.44,142.22
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2012,1,141.78,144.08
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2012,2,149.19,146.39
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2012,3,146.83,145.84
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2012,4,154.28,153.21
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2013,1,158.05,160.35
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2013,2,155.86,152.91
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2013,3,157.62,156.59
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2013,4,157.81,156.95
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2014,1,154.06,156.05
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2014,2,160.33,157.27
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2014,3,162.89,161.92
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2014,4,160.96,160.12
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2015,1,161.28,163.32
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2015,2,168.63,165.37
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2015,3,166.92,165.99
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2015,4,170.15,169.27
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2016,1,166.49,168.51
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2016,2,175.87,172.52
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2016,3,173.08,172.17
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2016,4,173.94,172.93
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2017,1,177.85,180.06
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2017,2,184.04,180.49
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2017,3,185.7,184.85
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2017,4,190.77,189.63
traditional,purchase-only,quarterly,MSA,"Akron, OH",10420,2018,1,186.97,189.2
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1991,1,100,100
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1991,2,99.86,100.53
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1991,3,99.86,100.29
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1991,4,99.89,99.14
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1992,1,103.26,103.34
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1992,2,100.42,101.03
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1992,3,100.85,101.26
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1992,4,103.06,102.3
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1993,1,101.91,102.15
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1993,2,99.59,100.04
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1993,3,99.87,100.21
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1993,4,99.18,98.53
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1994,1,97.58,97.97
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1994,2,98.28,98.53
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1994,3,97.12,97.33
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1994,4,98.23,97.75
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1995,1,96.19,96.74
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1995,2,95.25,95.29
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1995,3,94.57,94.66
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1995,4,94.1,93.81
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1996,1,91.7,92.34
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1996,2,93.3,93.23
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1996,3,92.46,92.36
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1996,4,91.05,90.94
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1997,1,93.02,93.72
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1997,2,94.57,94.51
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1997,3,92.83,92.53
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1997,4,91.81,91.83
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1998,1,91.19,91.91
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1998,2,90.9,90.92
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1998,3,93.75,93.22
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1998,4,93.93,94.05
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1999,1,93.06,93.84
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1999,2,94.24,94.37
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1999,3,95.62,94.86
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,1999,4,95.15,95.27
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2000,1,96.44,97.38
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2000,2,97.9,98.1
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2000,3,100.65,99.66
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2000,4,100.92,101.01
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2001,1,100.17,101.34
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2001,2,104.34,104.56
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2001,3,107.61,106.4
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2001,4,108.1,108.14
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2002,1,108.79,110.35
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2002,2,112.24,112.32
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2002,3,116.18,114.8
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2002,4,118.26,118.31
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2003,1,120.82,122.77
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2003,2,126.91,126.81
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2003,3,133.62,132.02
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2003,4,136.74,136.84
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2004,1,137.08,139.43
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2004,2,144.84,144.51
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2004,3,152.16,150.36
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2004,4,154.64,154.85
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2005,1,156.4,159.11
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2005,2,166.59,166.1
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2005,3,171.09,169.08
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2005,4,171.03,171.32
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2006,1,175.38,178.5
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2006,2,181.17,180.51
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2006,3,180.86,178.73
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2006,4,182.53,182.89
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2007,1,181.1,184.42
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2007,2,182.99,182.1
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2007,3,185.22,183.22
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2007,4,182.29,182.52
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2008,1,178.75,182.19
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2008,2,182.01,180.89
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2008,3,183.78,182.06
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2008,4,179.13,179.21
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2009,1,172.39,175.79
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2009,2,177.61,176.31
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2009,3,178,176.65
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2009,4,175.48,175.39
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2010,1,171.91,175.27
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2010,2,179.77,178.35
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2010,3,176.29,175.14
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2010,4,176.67,176.7
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2011,1,165.91,168.82
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2011,2,175.24,173.92
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2011,3,169.66,168.69
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2011,4,170.3,170.54
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2012,1,170.27,172.71
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2012,2,173.4,172.4
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2012,3,173.3,172.23
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2012,4,172.03,172.66
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2013,1,170.73,172.51
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2013,2,174.38,173.78
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2013,3,178.08,176.85
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2013,4,174.33,175.23
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2014,1,174.69,176.02
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2014,2,175.81,175.61
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2014,3,178.65,177.23
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2014,4,176.61,177.67
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2015,1,178.19,179.26
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2015,2,178.72,178.77
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2015,3,179.19,177.81
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2015,4,176.54,177.44
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2016,1,182.92,183.94
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2016,2,185.41,185.62
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2016,3,186.47,185.13
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2016,4,188.63,189.34
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2017,1,187.85,188.93
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2017,2,189.29,189.58
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2017,3,194.73,193.5
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2017,4,196.25,196.68
traditional,purchase-only,quarterly,MSA,"Albany-Schenectady-Troy, NY",10580,2018,1,196.62,197.87
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1991,1,100,100
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1991,2,101.11,100.6
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1991,3,101.15,101.13
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1991,4,102.5,102.69
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1992,1,105.63,105.66
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1992,2,106.72,106.21
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1992,3,107.38,107.28
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1992,4,109.65,109.87
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1993,1,111.29,111.4
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1993,2,115.27,114.71
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1993,3,118.15,117.92
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1993,4,121.32,121.59
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1994,1,125.68,125.95
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1994,2,129.42,128.73
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1994,3,133.15,132.77
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1994,4,134.49,134.85
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1995,1,135.29,135.67
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1995,2,137.86,137.1
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1995,3,139.12,138.65
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1995,4,137.99,138.37
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1996,1,138.64,139.09
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1996,2,141.28,140.45
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1996,3,140.1,139.67
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1996,4,139.02,139.37
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1997,1,139.43,139.86
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1997,2,140.85,140.03
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1997,3,138.97,138.64
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1997,4,140.26,140.51
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1998,1,139.02,139.42
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1998,2,140.29,139.53
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1998,3,140.82,140.58
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1998,4,141.26,141.38
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1999,1,141.94,142.32
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1999,2,143.15,142.5
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1999,3,142.33,142.07
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,1999,4,143.18,143.18
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2000,1,142.37,142.79
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2000,2,142.86,142.31
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2000,3,143.36,143.03
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2000,4,141.91,141.86
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2001,1,144.81,145.31
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2001,2,146.19,145.68
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2001,3,147.29,146.81
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2001,4,147.64,147.68
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2002,1,147.83,148.36
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2002,2,151.41,150.9
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2002,3,153.88,153.2
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2002,4,155.45,155.65
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2003,1,154.94,155.5
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2003,2,159.31,158.78
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2003,3,161.55,160.65
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2003,4,163.57,163.97
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2004,1,167.28,167.87
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2004,2,171.39,170.84
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2004,3,175.66,174.48
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2004,4,177.37,178.02
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2005,1,185.08,185.69
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2005,2,193.3,192.77
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2005,3,202.9,201.27
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2005,4,208.15,209.05
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2006,1,216.65,217.47
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2006,2,225.7,225.09
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2006,3,232.55,230.51
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2006,4,235.49,236.5
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2007,1,237.77,238.86
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2007,2,239.88,239.16
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2007,3,241.03,238.99
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2007,4,233.87,234.56
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2008,1,232.28,233.68
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2008,2,229.99,229.16
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2008,3,229.09,227.23
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2008,4,220.13,220.59
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2009,1,213.04,214.6
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2009,2,216.65,215.68
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2009,3,214.58,212.79
traditional,purchase-only,quarterly,MSA,"Albuquerque, NM",10740,2009,4,214.16,214.62
